instances/Instances_highcost_H3/abs1n10.dat;0.8222;4971.4883;4971.1483;0.0001;171.0000;94.0000
instances/Instances_highcost_H3/abs1n15.dat;20.1078;5713.8694;5713.3986;0.0001;1078.0000;442.0000
instances/Instances_highcost_H3/abs1n20.dat;670.3936;7354.4158;7353.9030;0.0001;7406.0000;2990.0000
instances/Instances_highcost_H3/abs1n25.dat;1800.0042;9431.2700;6055.2383;0.3580;10541.0000;4179.0000
instances/Instances_highcost_H3/abs1n5.dat;0.1186;2150.1520;2150.1520;0.0000;30.0000;25.0000
instances/Instances_highcost_H3/abs2n10.dat;0.5928;4803.1700;4803.1700;0.0000;99.0000;63.0000
instances/Instances_highcost_H3/abs2n15.dat;12.1451;5821.0400;5820.6402;0.0001;849.0000;367.0000
instances/Instances_highcost_H3/abs2n20.dat;1800.0025;7436.6700;6986.3211;0.0606;6449.0000;2353.0000
instances/Instances_highcost_H3/abs2n25.dat;1800.0016;10216.1200;7745.8604;0.2418;15282.0000;5771.0000
instances/Instances_highcost_H3/abs2n5.dat;0.1083;1959.3123;1959.3123;0.0000;24.0000;21.0000
instances/Instances_highcost_H3/abs3n10.dat;1.3528;4289.8400;4289.8400;0.0000;221.0000;118.0000
instances/Instances_highcost_H3/abs3n15.dat;12.3205;6711.4867;6710.8736;0.0001;878.0000;368.0000
instances/Instances_highcost_H3/abs3n20.dat;471.4690;7903.9700;7903.1986;0.0001;5824.0000;2162.0000
instances/Instances_highcost_H3/abs3n25.dat;1800.0122;10825.7500;8144.3238;0.2477;12868.0000;4541.0000
instances/Instances_highcost_H3/abs3n5.dat;0.0967;3267.4635;3267.4635;0.0000;24.0000;23.0000
instances/Instances_highcost_H3/abs4n10.dat;0.6629;4347.0454;4347.0454;0.0000;111.0000;74.0000
instances/Instances_highcost_H3/abs4n15.dat;39.6122;5226.8539;5226.4222;0.0001;1415.0000;625.0000
instances/Instances_highcost_H3/abs4n20.dat;1800.0020;7051.9100;7019.9813;0.0045;7390.0000;2929.0000
instances/Instances_highcost_H3/abs4n25.dat;1800.0068;9749.6400;5991.0429;0.3855;10928.0000;3982.0000
instances/Instances_highcost_H3/abs4n5.dat;0.1164;2034.4400;2034.4400;0.0000;31.0000;26.0000
instances/Instances_highcost_H3/abs5n10.dat;1.0750;5041.6200;5041.2493;0.0001;243.0000;136.0000
instances/Instances_highcost_H3/abs5n15.dat;12.5822;5210.8500;5210.4807;0.0001;716.0000;321.0000
instances/Instances_highcost_H3/abs5n20.dat;235.7477;8405.8300;8405.0493;0.0001;4058.0000;1635.0000
instances/Instances_highcost_H3/abs5n25.dat;1800.0009;10944.0900;9992.3966;0.0870;11020.0000;3891.0000
instances/Instances_highcost_H3/abs5n5.dat;0.1040;2361.9376;2361.9376;0.0000;24.0000;15.0000
