instances/Instances_highcost_H6/abs1n10.dat;11.7777;8871.0183;8871.0183;0.0000;227.0000;104.0000
instances/Instances_highcost_H6/abs1n15.dat;1800.0006;12128.1762;11171.3692;0.0789;1963.0000;456.0000
instances/Instances_highcost_H6/abs1n20.dat;1800.0293;15308.0510;12122.2684;0.2081;8144.0000;1873.0000
instances/Instances_highcost_H6/abs1n25.dat;1800.0038;18171.0800;9431.7728;0.4809;9149.0000;1900.0000
instances/Instances_highcost_H6/abs1n5.dat;0.3815;5942.7050;5942.7050;0.0000;39.0000;37.0000
instances/Instances_highcost_H6/abs2n10.dat;12.9529;8570.2950;8570.2272;0.0000;241.0000;114.0000
instances/Instances_highcost_H6/abs2n15.dat;1800.0026;11932.1000;11503.5679;0.0359;2090.0000;541.0000
instances/Instances_highcost_H6/abs2n20.dat;1800.0055;15538.3325;11132.2519;0.2836;7916.0000;1644.0000
instances/Instances_highcost_H6/abs2n25.dat;1800.0049;18948.4900;10470.1550;0.4474;9737.0000;1977.0000
instances/Instances_highcost_H6/abs2n5.dat;0.5179;5046.1723;5046.1723;0.0000;36.0000;36.0000
instances/Instances_highcost_H6/abs3n10.dat;34.5626;8509.8100;8509.1421;0.0001;314.0000;125.0000
instances/Instances_highcost_H6/abs3n15.dat;1295.2760;13554.1500;13552.8176;0.0001;1523.0000;419.0000
instances/Instances_highcost_H6/abs3n20.dat;1800.0236;15322.9640;8740.2722;0.4296;7749.0000;1614.0000
instances/Instances_highcost_H6/abs3n25.dat;1800.0169;21085.1800;11600.2992;0.4498;8984.0000;1794.0000
instances/Instances_highcost_H6/abs3n5.dat;0.2643;6956.2800;6956.2800;0.0000;31.0000;27.0000
instances/Instances_highcost_H6/abs4n10.dat;7.1202;8793.4847;8793.4847;0.0000;250.0000;99.0000
instances/Instances_highcost_H6/abs4n15.dat;1800.0013;10617.8439;10230.0268;0.0365;2851.0000;770.0000
instances/Instances_highcost_H6/abs4n20.dat;1800.0504;15544.0096;10958.8241;0.2950;7849.0000;1768.0000
instances/Instances_highcost_H6/abs4n25.dat;1800.0596;18830.1600;9796.6209;0.4797;8336.0000;1849.0000
instances/Instances_highcost_H6/abs4n5.dat;0.2853;5161.4689;5161.4689;0.0000;34.0000;27.0000
instances/Instances_highcost_H6/abs5n10.dat;14.2547;9620.0700;9619.1355;0.0001;363.0000;154.0000
instances/Instances_highcost_H6/abs5n15.dat;865.5633;10385.5400;10384.5137;0.0001;1448.0000;439.0000
instances/Instances_highcost_H6/abs5n20.dat;1800.0077;16939.9100;12696.1502;0.2505;7785.0000;1708.0000
instances/Instances_highcost_H6/abs5n25.dat;1800.0032;21429.2600;12963.1932;0.3951;10056.0000;2041.0000
instances/Instances_highcost_H6/abs5n5.dat;0.4543;4581.1183;4581.1183;0.0000;33.0000;28.0000
